,temperature,time,ctwl/nm,thresh/dBm,notch/dB,reflection/%
3312,32.29,2022/8/24 4:04,1534.1212,-55.6964,0.1525,3.450506457
3313,32.27,2022/8/24 4:04,1534.1212,-55.6893,0.1522,3.443836824
3314,32.25,2022/8/24 4:05,1534.1208,-55.6891,0.1529,3.459398584
3315,32.25,2022/8/24 4:05,1534.1211,-55.6876,0.1527,3.454952623
3316,32.24,2022/8/24 4:06,1534.1206,-55.6842,0.1512,3.421601386
3317,32.2,2022/8/24 4:06,1534.119,-55.6858,0.1535,3.47273524
3318,32.2,2022/8/24 4:07,1534.1197,-55.6979,0.1508,3.412705777
3319,32.18,2022/8/24 4:07,1534.1186,-55.6883,0.1531,3.463844341
3320,32.15,2022/8/24 4:08,1534.1187,-55.7069,0.1514,3.426048883
3321,32.15,2022/8/24 4:08,1534.1185,-55.6949,0.1546,3.497180991
3322,32.12,2022/8/24 4:09,1534.1184,-55.6968,0.1513,3.42382516
3323,32.11,2022/8/24 4:09,1534.1177,-55.7078,0.1533,3.468289893
3324,32.09,2022/8/24 4:10,1534.118,-55.689,0.1521,3.44161351
3325,32.06,2022/8/24 4:10,1534.1178,-55.6892,0.1541,3.486070053
3326,32.07,2022/8/24 4:11,1534.1176,-55.6915,0.153,3.461621488
3327,32.04,2022/8/24 4:11,1534.1179,-55.6879,0.1535,3.47273524
3328,32.04,2022/8/24 4:12,1534.1181,-55.6876,0.1538,3.479402877
3329,32.02,2022/8/24 4:12,1534.1176,-55.6875,0.1511,3.41937756
3330,32,2022/8/24 4:13,1534.118,-55.6908,0.1539,3.48162532
3331,31.98,2022/8/24 4:13,1534.1179,-55.6868,0.1518,3.434943263
3332,31.96,2022/8/24 4:14,1534.1176,-55.7043,0.1532,3.466067143
3333,31.95,2022/8/24 4:14,1534.1173,-55.7023,0.1521,3.44161351
3334,31.93,2022/8/24 4:15,1534.1174,-55.6919,0.1513,3.42382516
3335,31.9,2022/8/24 4:15,1534.1173,-55.6947,0.152,3.439390146
3336,31.9,2022/8/24 4:16,1534.1171,-55.6906,0.1534,3.470512592
3337,31.88,2022/8/24 4:16,1534.1171,-55.6887,0.153,3.461621488
3338,31.87,2022/8/24 4:17,1534.1171,-55.693,0.1505,3.406033533
3339,31.85,2022/8/24 4:17,1534.1159,-55.6983,0.1508,3.412705777
3340,31.84,2022/8/24 4:18,1534.1159,-55.7018,0.1531,3.463844341
3341,31.84,2022/8/24 4:18,1534.1157,-55.6957,0.1524,3.448283297
3342,31.81,2022/8/24 4:19,1534.1156,-55.7068,0.1546,3.497180991
3343,31.8,2022/8/24 4:19,1534.1159,-55.7087,0.152,3.439390146
3344,31.79,2022/8/24 4:20,1534.1154,-55.6851,0.1535,3.47273524
3345,31.79,2022/8/24 4:20,1534.1156,-55.7063,0.1541,3.486070053
3346,31.76,2022/8/24 4:21,1534.1145,-55.707,0.1518,3.434943263
3347,31.75,2022/8/24 4:21,1534.1148,-55.7085,0.1504,3.403809349
3348,31.74,2022/8/24 4:22,1534.1147,-55.7127,0.152,3.439390146
3349,31.71,2022/8/24 4:22,1534.1148,-55.7066,0.1511,3.41937756
3350,31.72,2022/8/24 4:23,1534.1146,-55.6952,0.1556,3.519399028
3351,31.7,2022/8/24 4:23,1534.1145,-55.6986,0.1522,3.443836824
3352,31.69,2022/8/24 4:24,1534.1143,-55.6969,0.1503,3.401585114
3353,31.67,2022/8/24 4:24,1534.1143,-55.6887,0.1525,3.450506457
3354,31.65,2022/8/24 4:25,1534.1136,-55.6977,0.1523,3.446060086
3355,31.64,2022/8/24 4:25,1534.1135,-55.7079,0.1516,3.430496175
3356,31.64,2022/8/24 4:26,1534.1138,-55.7056,0.154,3.483847712
3357,31.61,2022/8/24 4:26,1534.1131,-55.7095,0.1509,3.414929756
3358,31.6,2022/8/24 4:27,1534.1136,-55.7075,0.1532,3.466067143
3359,31.61,2022/8/24 4:27,1534.1129,-55.7019,0.1527,3.454952623
3360,31.57,2022/8/24 4:28,1534.1129,-55.7047,0.1494,3.381564693
3361,31.54,2022/8/24 4:28,1534.1128,-55.6992,0.1515,3.428272555
3362,31.53,2022/8/24 4:29,1534.1131,-55.6969,0.152,3.439390146
3363,31.51,2022/8/24 4:29,1534.1125,-55.7209,0.1507,3.410481747
3364,31.49,2022/8/24 4:30,1534.1126,-55.7046,0.1529,3.459398584
3365,31.49,2022/8/24 4:30,1534.1122,-55.7011,0.1513,3.42382516
3366,31.47,2022/8/24 4:31,1534.1125,-55.7094,0.1519,3.43716673
3367,31.45,2022/8/24 4:31,1534.1118,-55.702,0.1529,3.459398584
3368,31.43,2022/8/24 4:32,1534.112,-55.7094,0.1513,3.42382516
3369,31.42,2022/8/24 4:32,1534.1119,-55.714,0.1494,3.381564693
3370,31.43,2022/8/24 4:33,1534.1118,-55.7213,0.1507,3.410481747
3371,31.42,2022/8/24 4:33,1534.1122,-55.7165,0.1513,3.42382516
3372,31.4,2022/8/24 4:34,1534.1116,-55.7104,0.1549,3.503846939
3373,31.39,2022/8/24 4:34,1534.1111,-55.7053,0.1517,3.432719745
3374,31.37,2022/8/24 4:35,1534.1115,-55.7014,0.1507,3.410481747
3375,31.36,2022/8/24 4:35,1534.111,-55.7033,0.1511,3.41937756
3376,31.35,2022/8/24 4:36,1534.1116,-55.7028,0.1495,3.383789389
3377,31.33,2022/8/24 4:36,1534.1113,-55.7045,0.1507,3.410481747
3378,31.32,2022/8/24 4:37,1534.111,-55.7062,0.1516,3.430496175
3379,31.31,2022/8/24 4:37,1534.11,-55.7141,0.1504,3.403809349
3380,31.28,2022/8/24 4:38,1534.1098,-55.7073,0.1519,3.43716673
3381,31.27,2022/8/24 4:38,1534.1099,-55.711,0.152,3.439390146
3382,31.27,2022/8/24 4:39,1534.1093,-55.7151,0.1508,3.412705777
3383,31.25,2022/8/24 4:39,1534.1094,-55.7307,0.1531,3.463844341
3384,31.24,2022/8/24 4:40,1534.1103,-55.7111,0.1518,3.434943263
3385,31.23,2022/8/24 4:40,1534.1104,-55.7109,0.1559,3.526063441
3386,31.2,2022/8/24 4:41,1534.1103,-55.6998,0.1498,3.39046317
3387,31.21,2022/8/24 4:41,1534.1097,-55.7072,0.1504,3.403809349
3388,31.19,2022/8/24 4:42,1534.11,-55.7026,0.1526,3.452729566
3389,31.17,2022/8/24 4:42,1534.1093,-55.7046,0.1537,3.477180383
3390,31.13,2022/8/24 4:43,1534.1098,-55.7097,0.1512,3.421601386
3391,31.12,2022/8/24 4:43,1534.1094,-55.7052,0.1492,3.377115147
3392,31.11,2022/8/24 4:44,1534.1097,-55.7158,0.1506,3.408257665
3393,31.09,2022/8/24 4:44,1534.1091,-55.7179,0.1514,3.426048883
3394,31.08,2022/8/24 4:45,1534.1089,-55.7271,0.1506,3.408257665
3395,31.06,2022/8/24 4:45,1534.1086,-55.7264,0.153,3.461621488
3396,31.06,2022/8/24 4:46,1534.1083,-55.7192,0.1509,3.414929756
3397,31.05,2022/8/24 4:46,1534.1085,-55.7178,0.151,3.417153684
3398,31.02,2022/8/24 4:47,1534.1084,-55.7174,0.1515,3.428272555
3399,31.01,2022/8/24 4:47,1534.1069,-55.721,0.1501,3.39713649
3400,31.02,2022/8/24 4:48,1534.1076,-55.7185,0.1492,3.377115147
3401,31.01,2022/8/24 4:48,1534.1073,-55.7129,0.1513,3.42382516
3402,31,2022/8/24 4:49,1534.1071,-55.7138,0.1516,3.430496175
3403,30.98,2022/8/24 4:49,1534.1068,-55.7284,0.1513,3.42382516
3404,30.97,2022/8/24 4:50,1534.1075,-55.7124,0.1539,3.48162532
3405,30.98,2022/8/24 4:50,1534.107,-55.7132,0.1509,3.414929756
3406,30.96,2022/8/24 4:51,1534.1063,-55.7181,0.1495,3.383789389
3407,30.93,2022/8/24 4:51,1534.1068,-55.7244,0.1503,3.401585114
3408,30.91,2022/8/24 4:52,1534.1066,-55.7243,0.151,3.417153684
3409,30.9,2022/8/24 4:52,1534.1073,-55.7234,0.1541,3.486070053
3410,30.89,2022/8/24 4:53,1534.1068,-55.7147,0.151,3.417153684
3411,30.88,2022/8/24 4:53,1534.1069,-55.7142,0.1518,3.434943263
3412,30.86,2022/8/24 4:54,1534.1069,-55.7163,0.1528,3.457175629
3413,30.86,2022/8/24 4:54,1534.1069,-55.7105,0.1516,3.430496175
3414,30.85,2022/8/24 4:55,1534.1065,-55.7096,0.1513,3.42382516
3415,30.84,2022/8/24 4:55,1534.1066,-55.7139,0.152,3.439390146
3416,30.82,2022/8/24 4:56,1534.1068,-55.7121,0.1523,3.446060086
3417,30.8,2022/8/24 4:56,1534.1064,-55.7129,0.1503,3.401585114
3418,30.78,2022/8/24 4:57,1534.1059,-55.707,0.1529,3.459398584
3419,30.78,2022/8/24 4:57,1534.1058,-55.7099,0.1514,3.426048883
3420,30.74,2022/8/24 4:58,1534.1055,-55.7277,0.1548,3.501625007
3421,30.73,2022/8/24 4:58,1534.1058,-55.726,0.1528,3.457175629
3422,30.71,2022/8/24 4:59,1534.1055,-55.7246,0.1502,3.399360827
3423,30.72,2022/8/24 4:59,1534.1053,-55.739,0.1531,3.463844341
3424,30.71,2022/8/24 5:00,1534.1054,-55.7161,0.1519,3.43716673
3425,30.68,2022/8/24 5:00,1534.1052,-55.7148,0.1507,3.410481747
3426,30.67,2022/8/24 5:01,1534.1052,-55.7152,0.1522,3.443836824
3427,30.66,2022/8/24 5:01,1534.1053,-55.7193,0.1525,3.450506457
3428,30.66,2022/8/24 5:02,1534.1057,-55.7192,0.1512,3.421601386
3429,30.64,2022/8/24 5:02,1534.1052,-55.7201,0.1514,3.426048883
3430,30.62,2022/8/24 5:03,1534.1051,-55.7177,0.1528,3.457175629
3431,30.61,2022/8/24 5:03,1534.1051,-55.715,0.1504,3.403809349
3432,30.62,2022/8/24 5:04,1534.1047,-55.7152,0.1512,3.421601386
3433,30.59,2022/8/24 5:04,1534.1047,-55.7158,0.1548,3.501625007
3434,30.57,2022/8/24 5:05,1534.1046,-55.7232,0.1513,3.42382516
3435,30.57,2022/8/24 5:05,1534.1045,-55.7182,0.1505,3.406033533
3436,30.55,2022/8/24 5:06,1534.1042,-55.722,0.1503,3.401585114
3437,30.53,2022/8/24 5:06,1534.1043,-55.7155,0.1501,3.39713649
3438,30.52,2022/8/24 5:07,1534.1035,-55.7144,0.1518,3.434943263
3439,30.51,2022/8/24 5:07,1534.1031,-55.7311,0.1509,3.414929756
3440,30.5,2022/8/24 5:08,1534.1029,-55.7188,0.1514,3.426048883
3441,30.48,2022/8/24 5:08,1534.1027,-55.719,0.1509,3.414929756
3442,30.45,2022/8/24 5:09,1534.1024,-55.7192,0.1503,3.401585114
3443,30.46,2022/8/24 5:09,1534.1026,-55.7363,0.1507,3.410481747
3444,30.44,2022/8/24 5:10,1534.1022,-55.718,0.1495,3.383789389
3445,30.43,2022/8/24 5:10,1534.1027,-55.7313,0.1485,3.361540123
3446,30.44,2022/8/24 5:11,1534.1019,-55.7267,0.1524,3.448283297
3447,30.4,2022/8/24 5:11,1534.1023,-55.7106,0.1505,3.406033533
3448,30.39,2022/8/24 5:12,1534.1022,-55.704,0.1521,3.44161351
3449,30.37,2022/8/24 5:12,1534.1021,-55.7187,0.1532,3.466067143
3450,30.37,2022/8/24 5:13,1534.1013,-55.7163,0.1522,3.443836824
3451,30.35,2022/8/24 5:13,1534.1005,-55.72,0.1515,3.428272555
3452,30.35,2022/8/24 5:14,1534.1003,-55.7093,0.1509,3.414929756
3453,30.34,2022/8/24 5:14,1534.1025,-55.7198,0.1498,3.39046317
3454,30.33,2022/8/24 5:15,1534.1021,-55.7089,0.1515,3.428272555
3455,30.31,2022/8/24 5:15,1534.1017,-55.7254,0.1494,3.381564693
3456,30.3,2022/8/24 5:16,1534.1021,-55.7216,0.1512,3.421601386
3457,30.3,2022/8/24 5:16,1534.1011,-55.7283,0.1501,3.39713649
3458,30.27,2022/8/24 5:17,1534.1013,-55.7338,0.1549,3.503846939
3459,30.26,2022/8/24 5:17,1534.1009,-55.7233,0.1492,3.377115147
3460,30.25,2022/8/24 5:18,1534.101,-55.7294,0.1499,3.392687661
3461,30.23,2022/8/24 5:18,1534.1012,-55.721,0.1512,3.421601386
3462,30.22,2022/8/24 5:19,1534.1007,-55.724,0.1515,3.428272555
3463,30.21,2022/8/24 5:19,1534.1002,-55.7336,0.1526,3.452729566
3464,30.21,2022/8/24 5:20,1534.1005,-55.7133,0.1513,3.42382516
3465,30.19,2022/8/24 5:20,1534.1003,-55.7126,0.15,3.394912101
3466,30.17,2022/8/24 5:21,1534.1003,-55.7164,0.1518,3.434943263
3467,30.16,2022/8/24 5:21,1534.1001,-55.7163,0.1502,3.399360827
3468,30.13,2022/8/24 5:22,1534.0996,-55.7171,0.1489,3.370440444
3469,30.13,2022/8/24 5:22,1534.0993,-55.7281,0.1516,3.430496175
3470,30.13,2022/8/24 5:23,1534.099,-55.7314,0.1507,3.410481747
3471,30.13,2022/8/24 5:23,1534.0991,-55.7341,0.1519,3.43716673
3472,30.13,2022/8/24 5:24,1534.0992,-55.7234,0.1478,3.345962588
3473,30.11,2022/8/24 5:24,1534.0994,-55.7233,0.15,3.394912101
3474,30.09,2022/8/24 5:25,1534.0987,-55.7164,0.1496,3.386014034
3475,30.1,2022/8/24 5:25,1534.0984,-55.7196,0.1495,3.383789389
3476,30.07,2022/8/24 5:26,1534.0987,-55.7266,0.1499,3.392687661
3477,30.06,2022/8/24 5:26,1534.0983,-55.7233,0.1503,3.401585114
3478,30.06,2022/8/24 5:27,1534.0977,-55.7176,0.1513,3.42382516
3479,30.05,2022/8/24 5:27,1534.0973,-55.7155,0.1505,3.406033533
3480,30.01,2022/8/24 5:28,1534.0973,-55.7196,0.1505,3.406033533
3481,29.99,2022/8/24 5:28,1534.0967,-55.7252,0.1513,3.42382516
3482,29.99,2022/8/24 5:29,1534.0966,-55.7366,0.1502,3.399360827
3483,29.97,2022/8/24 5:29,1534.0964,-55.7382,0.1498,3.39046317
3484,29.95,2022/8/24 5:30,1534.0971,-55.7266,0.1524,3.448283297
3485,29.94,2022/8/24 5:30,1534.0965,-55.721,0.1502,3.399360827
3486,29.92,2022/8/24 5:31,1534.096,-55.7275,0.1502,3.399360827
3487,29.92,2022/8/24 5:31,1534.0963,-55.7226,0.1516,3.430496175
3488,29.91,2022/8/24 5:32,1534.096,-55.7186,0.1512,3.421601386
3489,29.89,2022/8/24 5:32,1534.0963,-55.7265,0.1505,3.406033533
3490,29.9,2022/8/24 5:33,1534.0961,-55.7284,0.1494,3.381564693
3491,29.88,2022/8/24 5:33,1534.0956,-55.7258,0.1508,3.412705777
3492,29.88,2022/8/24 5:34,1534.0957,-55.7286,0.1508,3.412705777
3493,29.84,2022/8/24 5:34,1534.0958,-55.7328,0.1501,3.39713649
3494,29.83,2022/8/24 5:35,1534.0956,-55.7274,0.1504,3.403809349
3495,29.81,2022/8/24 5:35,1534.0954,-55.7431,0.1489,3.370440444
3496,29.79,2022/8/24 5:36,1534.0955,-55.7399,0.1507,3.410481747
3497,29.8,2022/8/24 5:36,1534.0954,-55.7417,0.1506,3.408257665
3498,29.78,2022/8/24 5:37,1534.0946,-55.7296,0.1508,3.412705777
3499,29.77,2022/8/24 5:37,1534.0939,-55.7337,0.15,3.394912101
3500,29.78,2022/8/24 5:38,1534.094,-55.7275,0.1509,3.414929756
3501,29.77,2022/8/24 5:38,1534.0945,-55.7287,0.1506,3.408257665
3502,29.75,2022/8/24 5:39,1534.094,-55.7312,0.1506,3.408257665
3503,29.74,2022/8/24 5:39,1534.0941,-55.744,0.1517,3.432719745
3504,29.74,2022/8/24 5:40,1534.0938,-55.7277,0.1525,3.450506457
3505,29.72,2022/8/24 5:40,1534.0942,-55.7278,0.1519,3.43716673
3506,29.71,2022/8/24 5:41,1534.0939,-55.7382,0.1494,3.381564693
3507,29.69,2022/8/24 5:41,1534.0939,-55.743,0.1512,3.421601386
3508,29.69,2022/8/24 5:42,1534.0937,-55.7368,0.1527,3.454952623
3509,29.68,2022/8/24 5:42,1534.0938,-55.7372,0.15,3.394912101
3510,29.67,2022/8/24 5:43,1534.0934,-55.7255,0.1488,3.368215441
3511,29.67,2022/8/24 5:43,1534.0931,-55.724,0.1513,3.42382516
3512,29.65,2022/8/24 5:44,1534.0931,-55.729,0.1493,3.379339946
3513,29.64,2022/8/24 5:44,1534.0932,-55.7241,0.1506,3.408257665
3514,29.62,2022/8/24 5:45,1534.0934,-55.7332,0.1493,3.379339946
3515,29.62,2022/8/24 5:45,1534.093,-55.7324,0.1509,3.414929756
3516,29.6,2022/8/24 5:46,1534.0924,-55.7346,0.1505,3.406033533
3517,29.59,2022/8/24 5:46,1534.0924,-55.7534,0.1512,3.421601386
3518,29.57,2022/8/24 5:47,1534.0925,-55.7462,0.1495,3.383789389
3519,29.56,2022/8/24 5:47,1534.0911,-55.7371,0.1493,3.379339946
3520,29.55,2022/8/24 5:48,1534.0908,-55.7466,0.1522,3.443836824
3521,29.55,2022/8/24 5:48,1534.0906,-55.7439,0.1507,3.410481747
3522,29.54,2022/8/24 5:49,1534.0901,-55.74,0.1501,3.39713649
3523,29.54,2022/8/24 5:49,1534.0906,-55.756,0.1502,3.399360827
3524,29.53,2022/8/24 5:50,1534.0904,-55.7371,0.1494,3.381564693
3525,29.5,2022/8/24 5:50,1534.0908,-55.7369,0.1511,3.41937756
3526,29.49,2022/8/24 5:51,1534.0904,-55.7419,0.1515,3.428272555
3527,29.48,2022/8/24 5:51,1534.0901,-55.7377,0.1502,3.399360827
3528,29.46,2022/8/24 5:52,1534.0899,-55.7298,0.149,3.372665396
3529,29.45,2022/8/24 5:52,1534.0896,-55.7423,0.1503,3.401585114
3530,29.43,2022/8/24 5:53,1534.0897,-55.741,0.1507,3.410481747
3531,29.42,2022/8/24 5:53,1534.0895,-55.7525,0.1498,3.39046317
3532,29.42,2022/8/24 5:54,1534.0894,-55.7423,0.1522,3.443836824
3533,29.39,2022/8/24 5:54,1534.0899,-55.7538,0.152,3.439390146
3534,29.39,2022/8/24 5:55,1534.0896,-55.7517,0.1514,3.426048883
3535,29.38,2022/8/24 5:55,1534.0896,-55.7494,0.1498,3.39046317
3536,29.36,2022/8/24 5:56,1534.0896,-55.7475,0.1508,3.412705777
3537,29.34,2022/8/24 5:56,1534.0897,-55.7483,0.1484,3.359314915
3538,29.33,2022/8/24 5:57,1534.0884,-55.7486,0.1508,3.412705777
3539,29.32,2022/8/24 5:57,1534.0889,-55.7449,0.1498,3.39046317
3540,29.34,2022/8/24 5:58,1534.0888,-55.7396,0.1502,3.399360827
3541,29.33,2022/8/24 5:58,1534.0884,-55.7406,0.1508,3.412705777
3542,29.33,2022/8/24 5:59,1534.089,-55.7429,0.1528,3.457175629
3543,29.31,2022/8/24 5:59,1534.0885,-55.7614,0.1509,3.414929756
3544,29.31,2022/8/24 6:00,1534.0884,-55.7513,0.1527,3.454952623
3545,29.29,2022/8/24 6:00,1534.0883,-55.7578,0.1514,3.426048883
3546,29.29,2022/8/24 6:01,1534.0881,-55.7525,0.1508,3.412705777
3547,29.27,2022/8/24 6:01,1534.0882,-55.7472,0.1509,3.414929756
3548,29.26,2022/8/24 6:02,1534.0883,-55.7464,0.1509,3.414929756
3549,29.24,2022/8/24 6:02,1534.0879,-55.7475,0.1513,3.42382516
3550,29.21,2022/8/24 6:03,1534.0878,-55.7398,0.1507,3.410481747
3551,29.22,2022/8/24 6:03,1534.0875,-55.7404,0.1495,3.383789389
3552,29.21,2022/8/24 6:04,1534.0876,-55.739,0.1522,3.443836824
3553,29.19,2022/8/24 6:04,1534.0876,-55.742,0.1481,3.352638982
3554,29.18,2022/8/24 6:05,1534.0876,-55.7455,0.1513,3.42382516
3555,29.18,2022/8/24 6:05,1534.0876,-55.7408,0.1489,3.370440444
3556,29.16,2022/8/24 6:06,1534.0873,-55.7446,0.1504,3.403809349
3557,29.16,2022/8/24 6:06,1534.0865,-55.7486,0.1505,3.406033533
3558,29.15,2022/8/24 6:07,1534.0868,-55.7579,0.149,3.372665396
3559,29.14,2022/8/24 6:07,1534.0866,-55.7438,0.1502,3.399360827
3560,29.13,2022/8/24 6:08,1534.0864,-55.7602,0.1502,3.399360827
3561,29.12,2022/8/24 6:08,1534.0863,-55.7448,0.1507,3.410481747
3562,29.1,2022/8/24 6:09,1534.0867,-55.7408,0.1518,3.434943263
3563,29.08,2022/8/24 6:09,1534.086,-55.7666,0.1496,3.386014034
3564,29.05,2022/8/24 6:10,1534.0869,-55.7503,0.1512,3.421601386
3565,29.05,2022/8/24 6:10,1534.0861,-55.7465,0.1506,3.408257665
3566,29.05,2022/8/24 6:11,1534.0857,-55.7463,0.1495,3.383789389
3567,29.05,2022/8/24 6:11,1534.0861,-55.7363,0.1489,3.370440444
3568,29.03,2022/8/24 6:12,1534.0849,-55.7458,0.1506,3.408257665
3569,29.02,2022/8/24 6:12,1534.0854,-55.7575,0.152,3.439390146
3570,29.02,2022/8/24 6:13,1534.0858,-55.7609,0.1494,3.381564693
3571,29,2022/8/24 6:13,1534.0859,-55.7596,0.1506,3.408257665
3572,28.98,2022/8/24 6:14,1534.0855,-55.7559,0.1491,3.374890297
3573,28.99,2022/8/24 6:14,1534.0852,-55.7504,0.1513,3.42382516
3574,28.97,2022/8/24 6:15,1534.0849,-55.7484,0.1494,3.381564693
3575,28.96,2022/8/24 6:15,1534.085,-55.7461,0.1504,3.403809349
3576,28.95,2022/8/24 6:16,1534.0847,-55.7489,0.1517,3.432719745
3577,28.94,2022/8/24 6:16,1534.0849,-55.7482,0.1516,3.430496175
3578,28.92,2022/8/24 6:17,1534.0843,-55.7493,0.1523,3.446060086
3579,28.89,2022/8/24 6:17,1534.084,-55.754,0.1509,3.414929756
3580,28.93,2022/8/24 6:18,1534.0837,-55.7501,0.1515,3.428272555
3581,28.91,2022/8/24 6:18,1534.0841,-55.7527,0.15,3.394912101
3582,28.91,2022/8/24 6:19,1534.0841,-55.7513,0.149,3.372665396
3583,28.89,2022/8/24 6:19,1534.0833,-55.7684,0.1499,3.392687661
3584,28.88,2022/8/24 6:20,1534.0833,-55.7444,0.1511,3.41937756
3585,28.87,2022/8/24 6:20,1534.0833,-55.758,0.1506,3.408257665
3586,28.85,2022/8/24 6:21,1534.0832,-55.7416,0.1529,3.459398584
3587,28.85,2022/8/24 6:21,1534.0834,-55.7392,0.1508,3.412705777
3588,28.83,2022/8/24 6:22,1534.083,-55.7409,0.1503,3.401585114
3589,28.82,2022/8/24 6:22,1534.0829,-55.7521,0.1504,3.403809349
3590,28.79,2022/8/24 6:23,1534.0833,-55.7477,0.1486,3.36376528
3591,28.8,2022/8/24 6:23,1534.0831,-55.7455,0.1515,3.428272555
3592,28.78,2022/8/24 6:24,1534.083,-55.7459,0.1498,3.39046317
3593,28.77,2022/8/24 6:24,1534.0821,-55.7505,0.1518,3.434943263
3594,28.75,2022/8/24 6:25,1534.0824,-55.7571,0.1506,3.408257665
3595,28.75,2022/8/24 6:25,1534.0825,-55.761,0.1502,3.399360827
3596,28.74,2022/8/24 6:26,1534.082,-55.7582,0.1489,3.370440444
3597,28.73,2022/8/24 6:26,1534.0819,-55.7609,0.151,3.417153684
3598,28.73,2022/8/24 6:27,1534.0819,-55.7497,0.1516,3.430496175
3599,28.73,2022/8/24 6:27,1534.0809,-55.7539,0.1507,3.410481747
3600,28.68,2022/8/24 6:28,1534.0814,-55.7545,0.1521,3.44161351
3601,28.68,2022/8/24 6:28,1534.0809,-55.7492,0.1516,3.430496175
3602,28.67,2022/8/24 6:29,1534.0804,-55.7462,0.1506,3.408257665
3603,28.66,2022/8/24 6:29,1534.0806,-55.7688,0.1528,3.457175629
3604,28.66,2022/8/24 6:30,1534.0808,-55.7484,0.1498,3.39046317
3605,28.64,2022/8/24 6:30,1534.0805,-55.7502,0.1486,3.36376528
3606,28.63,2022/8/24 6:31,1534.0803,-55.7476,0.1506,3.408257665
3607,28.62,2022/8/24 6:31,1534.0803,-55.7578,0.1523,3.446060086
3608,28.6,2022/8/24 6:32,1534.0801,-55.7633,0.1503,3.401585114
3609,28.6,2022/8/24 6:32,1534.0801,-55.7641,0.1508,3.412705777
3610,28.62,2022/8/24 6:33,1534.0799,-55.7576,0.1521,3.44161351
3611,28.59,2022/8/24 6:33,1534.0799,-55.7511,0.1496,3.386014034
3612,28.58,2022/8/24 6:34,1534.0801,-55.7549,0.1538,3.479402877
3613,28.57,2022/8/24 6:34,1534.0795,-55.7491,0.1504,3.403809349
3614,28.56,2022/8/24 6:35,1534.0794,-55.7473,0.153,3.461621488
3615,28.54,2022/8/24 6:35,1534.0794,-55.7538,0.152,3.439390146
3616,28.53,2022/8/24 6:36,1534.0794,-55.7485,0.1506,3.408257665
3617,28.52,2022/8/24 6:36,1534.0791,-55.7446,0.1517,3.432719745
3618,28.51,2022/8/24 6:37,1534.0797,-55.7502,0.151,3.417153684
3619,28.5,2022/8/24 6:37,1534.0784,-55.748,0.15,3.394912101
3620,28.54,2022/8/24 6:38,1534.0777,-55.7655,0.1511,3.41937756
3621,28.51,2022/8/24 6:38,1534.0777,-55.7711,0.1511,3.41937756
3622,28.51,2022/8/24 6:39,1534.0782,-55.7633,0.1511,3.41937756
3623,28.5,2022/8/24 6:39,1534.0777,-55.7716,0.1528,3.457175629
3624,28.49,2022/8/24 6:40,1534.0775,-55.7529,0.1498,3.39046317
3625,28.49,2022/8/24 6:40,1534.0776,-55.753,0.1524,3.448283297
3626,28.47,2022/8/24 6:41,1534.0776,-55.754,0.1526,3.452729566
3627,28.46,2022/8/24 6:41,1534.0772,-55.7521,0.1517,3.432719745
3628,28.47,2022/8/24 6:42,1534.0777,-55.7543,0.1529,3.459398584
3629,28.43,2022/8/24 6:42,1534.0778,-55.7533,0.1521,3.44161351
3630,28.39,2022/8/24 6:43,1534.0776,-55.7621,0.1514,3.426048883
3631,28.37,2022/8/24 6:43,1534.0776,-55.7531,0.1505,3.406033533
3632,28.38,2022/8/24 6:44,1534.0782,-55.7543,0.1521,3.44161351
3633,28.37,2022/8/24 6:44,1534.0774,-55.7503,0.1501,3.39713649
3634,28.36,2022/8/24 6:45,1534.0778,-55.753,0.1509,3.414929756
3635,28.33,2022/8/24 6:45,1534.0773,-55.756,0.1537,3.477180383
3636,28.32,2022/8/24 6:46,1534.0774,-55.7574,0.1528,3.457175629
3637,28.33,2022/8/24 6:46,1534.0767,-55.7536,0.1518,3.434943263
3638,28.3,2022/8/24 6:47,1534.0771,-55.7578,0.1504,3.403809349
3639,28.28,2022/8/24 6:47,1534.076,-55.7606,0.1502,3.399360827
3640,28.31,2022/8/24 6:48,1534.0766,-55.7522,0.1499,3.392687661
3641,28.29,2022/8/24 6:48,1534.0764,-55.7519,0.1508,3.412705777
3642,28.29,2022/8/24 6:49,1534.0763,-55.7555,0.154,3.483847712
3643,28.28,2022/8/24 6:49,1534.0759,-55.7689,0.1499,3.392687661
3644,28.29,2022/8/24 6:50,1534.0761,-55.7525,0.1522,3.443836824
3645,28.27,2022/8/24 6:50,1534.0759,-55.7515,0.1506,3.408257665
3646,28.26,2022/8/24 6:51,1534.0758,-55.753,0.1526,3.452729566
3647,28.25,2022/8/24 6:51,1534.0754,-55.7638,0.1508,3.412705777
3648,28.24,2022/8/24 6:52,1534.0753,-55.7572,0.1515,3.428272555
3649,28.23,2022/8/24 6:52,1534.0752,-55.7508,0.1498,3.39046317
3650,28.24,2022/8/24 6:53,1534.0756,-55.7471,0.1517,3.432719745
3651,28.23,2022/8/24 6:53,1534.0755,-55.7469,0.1494,3.381564693
3652,28.23,2022/8/24 6:54,1534.0757,-55.7525,0.1504,3.403809349
3653,28.22,2022/8/24 6:54,1534.0751,-55.7524,0.1535,3.47273524
